state,district,Year,Month_Name,age_0_5,age_5_17,age_18_greater
Bihar,Begusarai,2025,November,1886,1100,9
Bihar,Begusarai,2025,December,1979,1088,4
Karnataka,Belagavi,2025,September,2418,254,25
Karnataka,Belagavi,2025,October,1387,134,30
Karnataka,Belagavi,2025,November,1806,125,58
Karnataka,Belagavi,2025,December,1452,109,7
Karnataka,Belgaum,2025,September,2097,363,1
Karnataka,Belgaum,2025,October,1127,186,1
Karnataka,Belgaum,2025,November,1463,201,0
Karnataka,Belgaum,2025,December,1174,130,0
Karnataka,Bellary,2025,September,1407,285,0
Karnataka,Bellary,2025,October,645,130,0
Karnataka,Bellary,2025,November,750,109,1
Karnataka,Bellary,2025,December,821,72,0
Chhattisgarh,Bemetara,2025,September,654,88,2
Chhattisgarh,Bemetara,2025,October,460,63,3
Chhattisgarh,Bemetara,2025,November,792,112,5
Chhattisgarh,Bemetara,2025,December,552,39,1
Karnataka,Bengaluru,2025,April,5774,1026,1047
Karnataka,Bengaluru,2025,May,2659,1723,869
Karnataka,Bengaluru,2025,September,3557,1001,559
Karnataka,Bengaluru,2025,October,2486,849,413
Karnataka,Bengaluru,2025,November,3349,1292,706
Karnataka,Bengaluru,2025,December,2616,841,213
Karnataka,Bengaluru Rural,2025,June,511,312,311
Karnataka,Bengaluru Rural,2025,July,927,417,310
Karnataka,Bengaluru Rural,2025,September,0,1,0
Karnataka,Bengaluru Rural,2025,October,1,0,0
Karnataka,Bengaluru South,2025,September,1,0,2
Karnataka,Bengaluru South,2025,October,2,27,0
Karnataka,Bengaluru South,2025,November,6,96,2
Karnataka,Bengaluru South,2025,December,6,60,1
Karnataka,Bengaluru Urban,2025,March,309,192,231
Karnataka,Bengaluru Urban,2025,June,5062,3223,1838
Karnataka,Bengaluru Urban,2025,July,6740,3752,1727
Madhya Pradesh,Betul,2025,April,193,20,10
Madhya Pradesh,Betul,2025,July,713,212,43
Madhya Pradesh,Betul,2025,September,1815,413,18
Madhya Pradesh,Betul,2025,October,1041,140,11
Madhya Pradesh,Betul,2025,November,1753,270,30
Madhya Pradesh,Betul,2025,December,1314,152,18
Bihar,Bhabua,2025,September,4,6,0
Bihar,Bhabua,2025,October,4,3,0
Bihar,Bhabua,2025,November,3,5,0
Bihar,Bhabua,2025,December,3,3,0
Uttar Pradesh,Bhadohi,2025,September,106,102,1
Uttar Pradesh,Bhadohi,2025,October,54,78,0
Uttar Pradesh,Bhadohi,2025,November,63,50,3
Uttar Pradesh,Bhadohi,2025,December,42,47,0
Telangana,Bhadradri Kothagudem,2025,July,507,109,23
Telangana,Bhadradri Kothagudem,2025,September,688,189,1
Telangana,Bhadradri Kothagudem,2025,October,549,187,13
Telangana,Bhadradri Kothagudem,2025,November,478,144,1
Telangana,Bhadradri Kothagudem,2025,December,268,53,1
Odisha,Bhadrak,2025,September,1490,540,0
Orissa,Bhadrak,2025,September,156,22,0
Odisha,Bhadrak,2025,October,736,242,1
Orissa,Bhadrak,2025,October,70,9,0
Odisha,Bhadrak,2025,November,678,216,11
Orissa,Bhadrak,2025,November,66,5,0
Odisha,Bhadrak,2025,December,465,139,2
Orissa,Bhadrak,2025,December,40,3,0
Bihar,Bhagalpur,2025,March,13,40,18
Bihar,Bhagalpur,2025,April,678,534,26
Bihar,Bhagalpur,2025,May,1500,1363,85
Bihar,Bhagalpur,2025,June,1407,2293,150
Bihar,Bhagalpur,2025,July,184,358,15
Bihar,Bhagalpur,2025,September,1902,2031,9
Bihar,Bhagalpur,2025,October,1281,1106,61
Bihar,Bhagalpur,2025,November,2131,1533,8
Bihar,Bhagalpur,2025,December,1360,971,5
Maharashtra,Bhandara,2025,September,596,36,2
Maharashtra,Bhandara,2025,October,252,6,2
Maharashtra,Bhandara,2025,November,456,8,2
Maharashtra,Bhandara,2025,December,538,5,0
Rajasthan,Bharatpur,2025,April,240,37,10
Rajasthan,Bharatpur,2025,July,1219,758,21
Rajasthan,Bharatpur,2025,September,3996,2505,37
Rajasthan,Bharatpur,2025,October,1363,972,16
Rajasthan,Bharatpur,2025,November,2149,1429,79
Rajasthan,Bharatpur,2025,December,1269,942,12
Gujarat,Bharuch,2025,April,138,50,23
Gujarat,Bharuch,2025,May,303,69,23
Gujarat,Bharuch,2025,September,1178,121,8
Gujarat,Bharuch,2025,October,447,61,9
Gujarat,Bharuch,2025,November,894,117,21
Gujarat,Bharuch,2025,December,785,90,14
Gujarat,Bhavnagar,2025,April,567,36,25
Gujarat,Bhavnagar,2025,June,189,39,11
Gujarat,Bhavnagar,2025,July,1614,403,127
Gujarat,Bhavnagar,2025,September,2316,430,89
Gujarat,Bhavnagar,2025,October,694,89,87
Gujarat,Bhavnagar,2025,November,1846,213,73
Gujarat,Bhavnagar,2025,December,1194,99,33
Rajasthan,Bhilwara,2025,June,430,117,20
Rajasthan,Bhilwara,2025,July,477,332,22
Rajasthan,Bhilwara,2025,September,3141,1068,25
Rajasthan,Bhilwara,2025,October,959,391,20
Rajasthan,Bhilwara,2025,November,1751,611,72
Rajasthan,Bhilwara,2025,December,1107,516,24
Madhya Pradesh,Bhind,2025,March,54,33,22
Madhya Pradesh,Bhind,2025,April,732,228,91
Madhya Pradesh,Bhind,2025,May,670,238,48
Madhya Pradesh,Bhind,2025,June,507,328,50
Madhya Pradesh,Bhind,2025,July,2108,1743,204
Madhya Pradesh,Bhind,2025,September,1435,948,108
Madhya Pradesh,Bhind,2025,October,610,321,33
Madhya Pradesh,Bhind,2025,November,1367,596,76
Madhya Pradesh,Bhind,2025,December,1000,410,7
Haryana,Bhiwani,2025,September,937,55,2
Haryana,Bhiwani,2025,October,715,34,7
Haryana,Bhiwani,2025,November,963,34,7
Haryana,Bhiwani,2025,December,706,29,0
Bihar,Bhojpur,2025,July,184,626,13
Bihar,Bhojpur,2025,September,835,2653,15
Bihar,Bhojpur,2025,October,657,2244,22
Bihar,Bhojpur,2025,November,797,2561,38
Bihar,Bhojpur,2025,December,663,2031,18
Madhya Pradesh,Bhopal,2025,April,316,47,20
Madhya Pradesh,Bhopal,2025,June,690,115,28
Madhya Pradesh,Bhopal,2025,July,918,198,17
Madhya Pradesh,Bhopal,2025,September,3101,458,18
Madhya Pradesh,Bhopal,2025,October,1658,196,15
Madhya Pradesh,Bhopal,2025,November,2570,308,46
Madhya Pradesh,Bhopal,2025,December,2003,130,10
Maharashtra,Bid,2025,September,137,62,0
Maharashtra,Bid,2025,October,112,22,0
Maharashtra,Bid,2025,November,105,31,0
Maharashtra,Bid,2025,December,85,14,0
Karnataka,Bidar,2025,July,107,52,10
Karnataka,Bidar,2025,September,1237,367,6
Karnataka,Bidar,2025,October,790,155,8
Karnataka,Bidar,2025,November,1045,220,36
Karnataka,Bidar,2025,December,781,102,4
Chhattisgarh,Bijapur,2025,March,66,31,63
Chhattisgarh,Bijapur,2025,April,397,135,126
Chhattisgarh,Bijapur,2025,May,275,180,155
Chhattisgarh,Bijapur,2025,June,205,254,173
Chhattisgarh,Bijapur,2025,July,802,346,243
Chhattisgarh,Bijapur,2025,September,377,237,196
Karnataka,Bijapur,2025,September,1375,440,1
Chhattisgarh,Bijapur,2025,October,242,176,74
Karnataka,Bijapur,2025,October,592,190,2
Chhattisgarh,Bijapur,2025,November,476,208,184
Karnataka,Bijapur,2025,November,669,175,1
Chhattisgarh,Bijapur,2025,December,761,194,148
Karnataka,Bijapur,2025,December,660,125,1
Karnataka,Bijapur(KAR),2025,November,2,0,0
Karnataka,Bijapur(KAR),2025,December,1,0,0
Uttar Pradesh,Bijnor,2025,May,1351,432,39
Uttar Pradesh,Bijnor,2025,September,3164,1300,2
Uttar Pradesh,Bijnor,2025,October,2918,791,11
Uttar Pradesh,Bijnor,2025,November,3559,884,11
Uttar Pradesh,Bijnor,2025,December,1943,436,10
Rajasthan,Bikaner,2025,April,552,261,16
Rajasthan,Bikaner,2025,May,421,164,20
Rajasthan,Bikaner,2025,June,721,539,33
Rajasthan,Bikaner,2025,July,763,452,30
Rajasthan,Bikaner,2025,September,2186,1865,32
Rajasthan,Bikaner,2025,October,739,655,16
Rajasthan,Bikaner,2025,November,1164,876,36
Rajasthan,Bikaner,2025,December,918,808,16
Chhattisgarh,Bilaspur,2025,July,1156,309,11
Chhattisgarh,Bilaspur,2025,September,2203,375,0
Himachal Pradesh,Bilaspur,2025,September,254,3,0
Chhattisgarh,Bilaspur,2025,October,1429,269,2
Himachal Pradesh,Bilaspur,2025,October,222,5,0
Chhattisgarh,Bilaspur,2025,November,1625,316,5
Himachal Pradesh,Bilaspur,2025,November,305,4,0
Chhattisgarh,Bilaspur,2025,December,1077,163,1
Himachal Pradesh,Bilaspur,2025,December,204,2,0
West Bengal,Birbhum,2025,May,204,61,13
West Bengal,Birbhum,2025,June,139,65,17
West Bengal,Birbhum,2025,July,575,159,35
West Bengal,Birbhum,2025,September,3927,580,8
West Bengal,Birbhum,2025,October,2952,460,0
West Bengal,Birbhum,2025,November,3418,472,1
West Bengal,Birbhum,2025,December,2146,244,33
Manipur,Bishnupur,2025,May,76,79,30
Manipur,Bishnupur,2025,September,136,178,8
Manipur,Bishnupur,2025,October,107,114,1
Manipur,Bishnupur,2025,November,128,130,3
Manipur,Bishnupur,2025,December,69,58,0
Assam,Biswanath,2025,April,104,114,32
Assam,Biswanath,2025,September,215,120,2
Assam,Biswanath,2025,October,148,72,1
Assam,Biswanath,2025,November,203,100,33
Assam,Biswanath,2025,December,119,58,8
Jharkhand,Bokaro,2025,September,1061,845,4
Jharkhand,Bokaro,2025,October,624,415,5
Jharkhand,Bokaro,2025,November,1101,661,4
Jharkhand,Bokaro,2025,December,719,357,4
Jharkhand,Bokaro *,2025,October,1,0,0
Jharkhand,Bokaro *,2025,November,1,0,0
Assam,Bongaigaon,2025,March,25,33,31
Assam,Bongaigaon,2025,April,221,87,61
Assam,Bongaigaon,2025,May,110,41,15
Assam,Bongaigaon,2025,June,33,14,14
Assam,Bongaigaon,2025,July,236,51,16
Assam,Bongaigaon,2025,September,734,161,6
Assam,Bongaigaon,2025,October,313,81,28
Assam,Bongaigaon,2025,November,385,95,14
Assam,Bongaigaon,2025,December,267,63,40
Gujarat,Botad,2025,April,291,21,20
Gujarat,Botad,2025,June,289,64,11
Gujarat,Botad,2025,July,800,246,44
Gujarat,Botad,2025,September,370,78,8
Gujarat,Botad,2025,October,71,15,21
Gujarat,Botad,2025,November,300,37,50
Gujarat,Botad,2025,December,181,13,17
Odisha,Boudh,2025,September,556,92,0
Odisha,Boudh,2025,October,256,67,0
Odisha,Boudh,2025,November,193,50,1
Odisha,Boudh,2025,December,172,36,1
Uttar Pradesh,Budaun,2025,April,480,267,13
Uttar Pradesh,Budaun,2025,May,222,228,11
Uttar Pradesh,Budaun,2025,June,210,353,12
Uttar Pradesh,Budaun,2025,July,1617,1656,53
Uttar Pradesh,Budaun,2025,September,2091,2180,104
Uttar Pradesh,Budaun,2025,October,770,855,61
Uttar Pradesh,Budaun,2025,November,1480,1104,53
Uttar Pradesh,Budaun,2025,December,903,764,42
Jammu and Kashmir,Budgam,2025,September,218,16,0
Jammu and Kashmir,Budgam,2025,October,174,10,3
Jammu and Kashmir,Budgam,2025,November,211,17,9
Jammu and Kashmir,Budgam,2025,December,190,8,3
Uttar Pradesh,Bulandshahar,2025,September,40,26,0
Uttar Pradesh,Bulandshahar,2025,October,33,7,0
Uttar Pradesh,Bulandshahar,2025,November,32,29,0
Uttar Pradesh,Bulandshahar,2025,December,10,8,0
Uttar Pradesh,Bulandshahr,2025,March,19,32,10
Uttar Pradesh,Bulandshahr,2025,April,612,527,49
Uttar Pradesh,Bulandshahr,2025,June,166,297,14
Uttar Pradesh,Bulandshahr,2025,July,604,749,11
Uttar Pradesh,Bulandshahr,2025,September,2691,2361,32
Uttar Pradesh,Bulandshahr,2025,October,1495,1024,35
Uttar Pradesh,Bulandshahr,2025,November,2070,1503,37
Uttar Pradesh,Bulandshahr,2025,December,1498,1028,21
Maharashtra,Buldana,2025,September,389,67,0
Maharashtra,Buldana,2025,October,199,17,0
Maharashtra,Buldana,2025,November,195,16,0
Maharashtra,Buldana,2025,December,180,12,0
Maharashtra,Buldhana,2025,June,306,51,11
Maharashtra,Buldhana,2025,July,1103,276,83
Maharashtra,Buldhana,2025,September,1758,456,19
Maharashtra,Buldhana,2025,October,806,120,3
Maharashtra,Buldhana,2025,November,908,113,13
Maharashtra,Buldhana,2025,December,968,77,13
Rajasthan,Bundi,2025,April,337,93,35
Rajasthan,Bundi,2025,July,121,85,17
Rajasthan,Bundi,2025,September,1257,410,7
Rajasthan,Bundi,2025,October,379,175,4
Rajasthan,Bundi,2025,November,690,324,49
Rajasthan,Bundi,2025,December,630,247,12
West Bengal,Burdwan,2025,October,2,0,0
Madhya Pradesh,Burhanpur,2025,April,547,155,100
Madhya Pradesh,Burhanpur,2025,May,724,179,29
Madhya Pradesh,Burhanpur,2025,June,1142,574,61
Madhya Pradesh,Burhanpur,2025,July,1706,1124,146
Madhya Pradesh,Burhanpur,2025,September,737,370,12
Madhya Pradesh,Burhanpur,2025,October,423,124,16
Madhya Pradesh,Burhanpur,2025,November,615,138,17
Madhya Pradesh,Burhanpur,2025,December,648,95,7
Bihar,Buxar,2025,September,856,1621,7
Bihar,Buxar,2025,October,561,1141,29
Bihar,Buxar,2025,November,595,1077,20
Bihar,Buxar,2025,December,516,809,8
Assam,Cachar,2025,April,988,461,299
Assam,Cachar,2025,June,847,584,201
Assam,Cachar,2025,July,4026,1357,490
Assam,Cachar,2025,September,2579,871,13
Assam,Cachar,2025,October,1150,427,304
Assam,Cachar,2025,November,1167,540,177
Assam,Cachar,2025,December,717,273,43
Delhi,Central Delhi,2025,April,80,41,12
Delhi,Central Delhi,2025,May,208,105,20
Delhi,Central Delhi,2025,June,134,49,11
Delhi,Central Delhi,2025,July,773,328,51
Delhi,Central Delhi,2025,September,494,195,36
Delhi,Central Delhi,2025,October,287,74,15
Delhi,Central Delhi,2025,November,446,134,40
Delhi,Central Delhi,2025,December,339,67,8
Karnataka,Chamarajanagar,2025,September,72,10,0
Karnataka,Chamarajanagar,2025,October,55,5,0
Karnataka,Chamarajanagar,2025,November,77,1,0
Karnataka,Chamarajanagar,2025,December,28,1,0
Karnataka,Chamarajanagar *,2025,September,8,0,0
Karnataka,Chamarajanagar *,2025,October,8,0,0
Karnataka,Chamarajanagar *,2025,November,4,0,0
Karnataka,Chamarajanagar *,2025,December,3,0,0
Himachal Pradesh,Chamba,2025,September,360,23,1
Himachal Pradesh,Chamba,2025,October,355,13,2
Himachal Pradesh,Chamba,2025,November,579,18,3
Himachal Pradesh,Chamba,2025,December,292,10,1
Uttarakhand,Chamoli,2025,September,336,35,2
Uttarakhand,Chamoli,2025,October,210,16,1
Uttarakhand,Chamoli,2025,November,231,18,0
Uttarakhand,Chamoli,2025,December,229,8,4
Uttarakhand,Champawat,2025,September,280,37,0
Uttarakhand,Champawat,2025,October,200,19,0
Uttarakhand,Champawat,2025,November,177,29,0
Uttarakhand,Champawat,2025,December,112,11,1
Mizoram,Champhai,2025,April,275,76,17
Mizoram,Champhai,2025,June,86,26,26
Mizoram,Champhai,2025,July,95,57,20
Mizoram,Champhai,2025,September,117,38,0
Mizoram,Champhai,2025,October,136,22,19
Mizoram,Champhai,2025,November,78,34,7
Mizoram,Champhai,2025,December,18,16,2
Karnataka,Chamrajanagar,2025,September,594,88,8
Karnataka,Chamrajanagar,2025,October,442,49,6
Karnataka,Chamrajanagar,2025,November,620,59,9
Karnataka,Chamrajanagar,2025,December,332,20,0
Karnataka,Chamrajnagar,2025,September,96,13,0
Karnataka,Chamrajnagar,2025,October,75,4,0
Karnataka,Chamrajnagar,2025,November,102,5,0
Karnataka,Chamrajnagar,2025,December,83,2,0
Uttar Pradesh,Chandauli,2025,April,195,192,41
Uttar Pradesh,Chandauli,2025,May,214,191,14
Uttar Pradesh,Chandauli,2025,June,138,314,15
Uttar Pradesh,Chandauli,2025,July,609,949,47
Uttar Pradesh,Chandauli,2025,September,1329,1488,22
Uttar Pradesh,Chandauli,2025,October,506,510,7
Uttar Pradesh,Chandauli,2025,November,973,922,20
Uttar Pradesh,Chandauli,2025,December,441,420,9
Manipur,Chandel,2025,September,109,244,2
Manipur,Chandel,2025,October,32,101,1
Manipur,Chandel,2025,November,69,91,2
Manipur,Chandel,2025,December,34,74,0
Chandigarh,Chandigarh,2025,April,86,21,10
Chandigarh,Chandigarh,2025,September,775,79,1
Chandigarh,Chandigarh,2025,October,429,44,0
Chandigarh,Chandigarh,2025,November,672,36,17
Chandigarh,Chandigarh,2025,December,511,31,8
Maharashtra,Chandrapur,2025,April,193,18,10
Maharashtra,Chandrapur,2025,June,198,24,10
Maharashtra,Chandrapur,2025,July,306,86,11
Maharashtra,Chandrapur,2025,September,1204,113,26
Maharashtra,Chandrapur,2025,October,512,36,9
Maharashtra,Chandrapur,2025,November,814,52,15
Maharashtra,Chandrapur,2025,December,787,46,5
Arunachal Pradesh,Changlang,2025,September,288,136,5
Arunachal Pradesh,Changlang,2025,October,76,117,1
Arunachal Pradesh,Changlang,2025,November,66,45,7
Arunachal Pradesh,Changlang,2025,December,56,6,0
Assam,Charaideo,2025,April,91,50,164
Assam,Charaideo,2025,May,29,11,10
Assam,Charaideo,2025,September,202,97,0
Assam,Charaideo,2025,October,106,63,0
Assam,Charaideo,2025,November,144,80,1
Assam,Charaideo,2025,December,87,35,19
Haryana,Charkhi Dadri,2025,September,253,2,0
Haryana,Charkhi Dadri,2025,October,146,6,0
Haryana,Charkhi Dadri,2025,November,300,6,0
Haryana,Charkhi Dadri,2025,December,140,5,0
Jharkhand,Chatra,2025,June,246,218,10
Jharkhand,Chatra,2025,July,330,161,10
Jharkhand,Chatra,2025,September,954,760,3
Jharkhand,Chatra,2025,October,498,362,3
Jharkhand,Chatra,2025,November,902,851,4
Jharkhand,Chatra,2025,December,518,467,5
Maharashtra,Chatrapati Sambhaji Nagar,2025,September,34,28,2
Maharashtra,Chatrapati Sambhaji Nagar,2025,October,21,20,1
Maharashtra,Chatrapati Sambhaji Nagar,2025,November,35,20,10
Maharashtra,Chatrapati Sambhaji Nagar,2025,December,24,13,3
Tamil Nadu,Chengalpattu,2025,July,138,62,26
Tamil Nadu,Chengalpattu,2025,September,272,57,16
Tamil Nadu,Chengalpattu,2025,October,141,41,0
Tamil Nadu,Chengalpattu,2025,November,179,113,13
Tamil Nadu,Chengalpattu,2025,December,132,46,17
Tamil Nadu,Chennai,2025,July,231,136,33
Tamil Nadu,Chennai,2025,September,2418,711,27
Tamil Nadu,Chennai,2025,October,1439,418,13
Tamil Nadu,Chennai,2025,November,2257,645,81
Tamil Nadu,Chennai,2025,December,1341,249,44
Madhya Pradesh,Chhatarpur,2025,April,555,255,40
Madhya Pradesh,Chhatarpur,2025,May,394,313,30
Madhya Pradesh,Chhatarpur,2025,June,272,401,41
Madhya Pradesh,Chhatarpur,2025,July,1628,1844,114
Madhya Pradesh,Chhatarpur,2025,September,2816,1375,24
Madhya Pradesh,Chhatarpur,2025,October,1036,466,17
Madhya Pradesh,Chhatarpur,2025,November,2385,741,33
Madhya Pradesh,Chhatarpur,2025,December,2418,570,68
Maharashtra,Chhatrapati Sambhajinagar,2025,September,148,171,3
Maharashtra,Chhatrapati Sambhajinagar,2025,October,71,68,135
Maharashtra,Chhatrapati Sambhajinagar,2025,November,100,75,81
Maharashtra,Chhatrapati Sambhajinagar,2025,December,92,51,15
Madhya Pradesh,Chhindwara,2025,September,2443,288,14
Madhya Pradesh,Chhindwara,2025,October,1687,105,25
Madhya Pradesh,Chhindwara,2025,November,2365,132,7
Madhya Pradesh,Chhindwara,2025,December,1813,100,2
Gujarat,Chhotaudepur,2025,April,242,121,119
Gujarat,Chhotaudepur,2025,May,127,61,28
Gujarat,Chhotaudepur,2025,June,97,34,10
Gujarat,Chhotaudepur,2025,July,815,816,231
Gujarat,Chhotaudepur,2025,September,278,128,18
Gujarat,Chhotaudepur,2025,October,92,35,37
Gujarat,Chhotaudepur,2025,November,269,66,119
Gujarat,Chhotaudepur,2025,December,295,42,27
Karnataka,Chickmagalur,2025,September,326,27,0
Karnataka,Chickmagalur,2025,October,226,25,0
Karnataka,Chickmagalur,2025,November,319,30,0
Karnataka,Chickmagalur,2025,December,258,20,0
Karnataka,Chikkaballapur,2025,September,903,94,5
Karnataka,Chikkaballapur,2025,October,594,68,0
Karnataka,Chikkaballapur,2025,November,707,78,0
Karnataka,Chikkaballapur,2025,December,638,56,9
Karnataka,Chikkamagaluru,2025,September,294,28,19
Karnataka,Chikkamagaluru,2025,October,207,19,9
Karnataka,Chikkamagaluru,2025,November,302,29,10
Karnataka,Chikkamagaluru,2025,December,215,19,0
Karnataka,Chikmagalur,2025,September,37,3,0
Karnataka,Chikmagalur,2025,October,32,2,0
Karnataka,Chikmagalur,2025,November,40,3,0
Karnataka,Chikmagalur,2025,December,36,1,0
Assam,Chirang,2025,March,12,29,15
Assam,Chirang,2025,April,189,199,179
Assam,Chirang,2025,July,893,364,52
Assam,Chirang,2025,September,335,175,1
Assam,Chirang,2025,October,145,83,1
Assam,Chirang,2025,November,223,135,2
Assam,Chirang,2025,December,216,86,14
Karnataka,Chitradurga,2025,September,1053,94,5
Karnataka,Chitradurga,2025,October,804,74,15
Karnataka,Chitradurga,2025,November,872,72,17
Karnataka,Chitradurga,2025,December,1313,86,8
Uttar Pradesh,Chitrakoot,2025,September,924,796,6
Uttar Pradesh,Chitrakoot,2025,October,659,547,4
Uttar Pradesh,Chitrakoot,2025,November,683,567,1
Uttar Pradesh,Chitrakoot,2025,December,685,526,3
Rajasthan,Chittaurgarh,2025,September,138,31,1
Rajasthan,Chittaurgarh,2025,October,28,12,0
Rajasthan,Chittaurgarh,2025,November,81,18,0
Rajasthan,Chittaurgarh,2025,December,39,9,0
Andhra Pradesh,Chittoor,2025,September,2314,246,12
Andhra Pradesh,Chittoor,2025,October,1618,165,5
Andhra Pradesh,Chittoor,2025,November,2143,170,13
Andhra Pradesh,Chittoor,2025,December,1418,78,13
Rajasthan,Chittorgarh,2025,July,835,701,40
Rajasthan,Chittorgarh,2025,September,1361,689,28
Rajasthan,Chittorgarh,2025,October,316,178,3
Rajasthan,Chittorgarh,2025,November,667,307,45
Rajasthan,Chittorgarh,2025,December,519,285,12
Nagaland,Chumukedima,2025,April,16,57,13
Nagaland,Chumukedima,2025,September,7,13,19
Nagaland,Chumukedima,2025,October,6,10,2
Nagaland,Chumukedima,2025,November,3,11,16
Nagaland,Chumukedima,2025,December,5,6,0
Manipur,Churachandpur,2025,April,130,476,26
Manipur,Churachandpur,2025,June,91,499,13
Manipur,Churachandpur,2025,July,348,1265,13
Manipur,Churachandpur,2025,September,238,400,12
Manipur,Churachandpur,2025,October,172,282,15
Manipur,Churachandpur,2025,November,164,239,13
Manipur,Churachandpur,2025,December,113,113,16
Rajasthan,Churu,2025,April,316,141,12
Rajasthan,Churu,2025,June,253,269,13
Rajasthan,Churu,2025,July,1072,1028,50
Rajasthan,Churu,2025,September,2645,1315,12
Rajasthan,Churu,2025,October,978,560,8
Rajasthan,Churu,2025,November,1495,796,57
Rajasthan,Churu,2025,December,1129,623,8
Tamil Nadu,Coimbatore,2025,May,59,19,11
Tamil Nadu,Coimbatore,2025,September,2466,566,12
Tamil Nadu,Coimbatore,2025,October,1520,382,0
Tamil Nadu,Coimbatore,2025,November,2013,572,9
Tamil Nadu,Coimbatore,2025,December,1081,265,11
West Bengal,Cooch Behar,2025,April,297,156,32
West Bengal,Cooch Behar,2025,May,991,606,77
West Bengal,Cooch Behar,2025,September,2203,997,44
West Bengal,Cooch Behar,2025,October,1823,714,3
West Bengal,Cooch Behar,2025,November,1317,546,6
West Bengal,Cooch Behar,2025,December,631,201,84
West Bengal,Coochbehar,2025,March,19,12,19
West Bengal,Coochbehar,2025,June,47,46,12
West Bengal,Coochbehar,2025,July,2074,2029,152
